座席ID,スクリーンID,列,座席番号,ブロック,通路側,車イス席,座席ランク
T10-C-01,10,C,1,左,False,False,スタンダード
T10-C-02,10,C,2,左,False,False,スタンダード
T10-C-03,10,C,3,左,False,False,スタンダード
T10-C-04,10,C,4,左,True,False,スタンダード
T10-C-07,10,C,7,中央,True,False,スタンダード
T10-C-08,10,C,8,中央,False,False,スタンダード
T10-C-09,10,C,9,中央,False,False,スタンダード
T10-C-10,10,C,10,中央,False,False,スタンダード
T10-C-11,10,C,11,中央,False,False,スタンダード
T10-C-12,10,C,12,中央,False,False,スタンダード
T10-C-13,10,C,13,中央,False,False,スタンダード
T10-C-14,10,C,14,中央,False,False,スタンダード
T10-C-15,10,C,15,中央,False,False,スタンダード
T10-C-16,10,C,16,中央,False,False,スタンダード
T10-C-17,10,C,17,中央,False,False,スタンダード
T10-C-18,10,C,18,中央,False,False,スタンダード
T10-C-19,10,C,19,中央,False,False,スタンダード
T10-C-20,10,C,20,中央,True,False,スタンダード
T10-C-23,10,C,23,右,True,False,スタンダード
T10-C-24,10,C,24,右,False,False,スタンダード
T10-C-25,10,C,25,右,False,False,スタンダード
T10-C-26,10,C,26,右,False,False,スタンダード
T10-D-01,10,D,1,左,False,False,スタンダード
T10-D-02,10,D,2,左,False,False,スタンダード
T10-D-03,10,D,3,左,False,False,スタンダード
T10-D-04,10,D,4,左,True,False,スタンダード
T10-D-07,10,D,7,中央,True,False,スタンダード
T10-D-08,10,D,8,中央,False,False,スタンダード
T10-D-09,10,D,9,中央,False,False,スタンダード
T10-D-10,10,D,10,中央,False,False,スタンダード
T10-D-11,10,D,11,中央,False,False,スタンダード
T10-D-12,10,D,12,中央,False,False,スタンダード
T10-D-13,10,D,13,中央,False,False,スタンダード
T10-D-14,10,D,14,中央,False,False,スタンダード
T10-D-15,10,D,15,中央,False,False,スタンダード
T10-D-16,10,D,16,中央,False,False,スタンダード
T10-D-17,10,D,17,中央,False,False,スタンダード
T10-D-18,10,D,18,中央,False,False,スタンダード
T10-D-19,10,D,19,中央,False,False,スタンダード
T10-D-20,10,D,20,中央,True,False,スタンダード
T10-D-23,10,D,23,右,True,False,スタンダード
T10-D-24,10,D,24,右,False,False,スタンダード
T10-D-25,10,D,25,右,False,False,スタンダード
T10-D-26,10,D,26,右,False,False,スタンダード
T10-E-01,10,E,1,左,False,False,スタンダード
T10-E-02,10,E,2,左,False,False,スタンダード
T10-E-03,10,E,3,左,False,False,スタンダード
T10-E-04,10,E,4,左,True,False,スタンダード
T10-E-07,10,E,7,中央,True,False,スタンダード
T10-E-08,10,E,8,中央,False,False,スタンダード
T10-E-09,10,E,9,中央,False,False,スタンダード
T10-E-10,10,E,10,中央,False,False,スタンダード
T10-E-11,10,E,11,中央,False,False,スタンダード
T10-E-12,10,E,12,中央,False,False,スタンダード
T10-E-13,10,E,13,中央,False,False,スタンダード
T10-E-14,10,E,14,中央,False,False,スタンダード
T10-E-15,10,E,15,中央,False,False,スタンダード
T10-E-16,10,E,16,中央,False,False,スタンダード
T10-E-17,10,E,17,中央,False,False,スタンダード
T10-E-18,10,E,18,中央,False,False,スタンダード
T10-E-19,10,E,19,中央,False,False,スタンダード
T10-E-20,10,E,20,中央,True,False,スタンダード
T10-E-23,10,E,23,右,True,False,スタンダード
T10-E-24,10,E,24,右,False,False,スタンダード
T10-E-25,10,E,25,右,False,False,スタンダード
T10-E-26,10,E,26,右,False,False,スタンダード
T10-F-01,10,F,1,左,False,False,スタンダード
T10-F-02,10,F,2,左,False,False,スタンダード
T10-F-03,10,F,3,左,False,False,スタンダード
T10-F-04,10,F,4,左,True,False,スタンダード
T10-F-07,10,F,7,中央,True,False,プレミアム
T10-F-08,10,F,8,中央,False,False,プレミアム
T10-F-09,10,F,9,中央,False,False,プレミアム
T10-F-10,10,F,10,中央,False,False,プレミアム
T10-F-11,10,F,11,中央,False,False,プレミアム
T10-F-12,10,F,12,中央,False,False,プレミアム
T10-F-13,10,F,13,中央,False,False,プレミアム
T10-F-14,10,F,14,中央,False,False,プレミアム
T10-F-15,10,F,15,中央,False,False,プレミアム
T10-F-16,10,F,16,中央,False,False,プレミアム
T10-F-17,10,F,17,中央,False,False,プレミアム
T10-F-18,10,F,18,中央,False,False,プレミアム
T10-F-19,10,F,19,中央,False,False,プレミアム
T10-F-20,10,F,20,中央,True,False,プレミアム
T10-F-23,10,F,23,右,True,False,スタンダード
T10-F-24,10,F,24,右,False,False,スタンダード
T10-F-25,10,F,25,右,False,False,スタンダード
T10-F-26,10,F,26,右,False,False,スタンダード
T10-G-03,10,G,3,左,False,False,スタンダード
T10-G-04,10,G,4,左,True,False,スタンダード
T10-G-07,10,G,7,中央,True,True,プレミアム
T10-G-08,10,G,8,中央,False,False,プレミアム
T10-G-09,10,G,9,中央,False,False,プレミアム
T10-G-10,10,G,10,中央,False,False,プレミアム
T10-G-11,10,G,11,中央,False,False,プレミアム
T10-G-12,10,G,12,中央,False,False,プレミアム
T10-G-13,10,G,13,中央,False,False,プレミアム
T10-G-14,10,G,14,中央,False,False,プレミアム
T10-G-15,10,G,15,中央,False,False,プレミアム
T10-G-16,10,G,16,中央,False,False,プレミアム
T10-G-17,10,G,17,中央,False,False,プレミアム
T10-G-18,10,G,18,中央,False,False,プレミアム
T10-G-19,10,G,19,中央,True,True,プレミアム
T10-G-23,10,G,23,右,True,False,スタンダード
T10-G-24,10,G,24,右,False,False,スタンダード
T10-H-03,10,H,3,左,False,False,スタンダード
T10-H-04,10,H,4,左,True,False,スタンダード
T10-H-07,10,H,7,中央,True,False,プレミアム
T10-H-08,10,H,8,中央,False,False,プレミアム
T10-H-09,10,H,9,中央,False,False,プレミアム
T10-H-10,10,H,10,中央,False,False,プレミアム
T10-H-11,10,H,11,中央,False,False,プレミアム
T10-H-12,10,H,12,中央,False,False,プレミアム
T10-H-13,10,H,13,中央,False,False,プレミアム
T10-H-14,10,H,14,中央,False,False,プレミアム
T10-H-15,10,H,15,中央,False,False,プレミアム
T10-H-16,10,H,16,中央,False,False,プレミアム
T10-H-17,10,H,17,中央,False,False,プレミアム
T10-H-18,10,H,18,中央,False,False,プレミアム
T10-H-19,10,H,19,中央,False,False,プレミアム
T10-H-20,10,H,20,中央,True,False,プレミアム
T10-H-23,10,H,23,右,True,False,スタンダード
T10-H-24,10,H,24,右,False,False,スタンダード
T10-I-03,10,I,3,左,False,False,スタンダード
T10-I-04,10,I,4,左,True,False,スタンダード
T10-I-07,10,I,7,中央,True,False,プレミアム
T10-I-08,10,I,8,中央,False,False,プレミアム
T10-I-09,10,I,9,中央,False,False,プレミアム
T10-I-10,10,I,10,中央,False,False,プレミアム
T10-I-11,10,I,11,中央,False,False,プレミアム
T10-I-12,10,I,12,中央,False,False,プレミアム
T10-I-13,10,I,13,中央,False,False,プレミアム
T10-I-14,10,I,14,中央,False,False,プレミアム
T10-I-15,10,I,15,中央,False,False,プレミアム
T10-I-16,10,I,16,中央,False,False,プレミアム
T10-I-17,10,I,17,中央,False,False,プレミアム
T10-I-18,10,I,18,中央,False,False,プレミアム
T10-I-19,10,I,19,中央,False,False,プレミアム
T10-I-20,10,I,20,中央,True,False,プレミアム
T10-I-23,10,I,23,右,True,False,スタンダード
T10-I-24,10,I,24,右,False,False,スタンダード
T10-J-03,10,J,3,左,False,False,スタンダード
T10-J-04,10,J,4,左,True,False,スタンダード
T10-J-07,10,J,7,中央,True,False,プレミアム
T10-J-08,10,J,8,中央,False,False,プレミアム
T10-J-09,10,J,9,中央,False,False,プレミアム
T10-J-10,10,J,10,中央,False,False,プレミアム
T10-J-11,10,J,11,中央,False,False,プレミアム
T10-J-12,10,J,12,中央,False,False,プレミアム
T10-J-13,10,J,13,中央,False,False,プレミアム
T10-J-14,10,J,14,中央,False,False,プレミアム
T10-J-15,10,J,15,中央,False,False,プレミアム
T10-J-16,10,J,16,中央,False,False,プレミアム
T10-J-17,10,J,17,中央,False,False,プレミアム
T10-J-18,10,J,18,中央,False,False,プレミアム
T10-J-19,10,J,19,中央,False,False,プレミアム
T10-J-20,10,J,20,中央,True,False,プレミアム
T10-J-23,10,J,23,右,True,False,スタンダード
T10-J-24,10,J,24,右,False,False,スタンダード
T10-K-03,10,K,3,左,False,False,スタンダード
T10-K-04,10,K,4,左,True,False,スタンダード
T10-K-07,10,K,7,中央,True,False,プレミアム
T10-K-08,10,K,8,中央,False,False,プレミアム
T10-K-09,10,K,9,中央,False,False,プレミアム
T10-K-10,10,K,10,中央,False,False,プレミアム
T10-K-11,10,K,11,中央,False,False,プレミアム
T10-K-12,10,K,12,中央,False,False,プレミアム
T10-K-13,10,K,13,中央,False,False,プレミアム
T10-K-14,10,K,14,中央,False,False,プレミアム
T10-K-15,10,K,15,中央,False,False,プレミアム
T10-K-16,10,K,16,中央,False,False,プレミアム
T10-K-17,10,K,17,中央,False,False,プレミアム
T10-K-18,10,K,18,中央,False,False,プレミアム
T10-K-19,10,K,19,中央,False,False,プレミアム
T10-K-20,10,K,20,中央,True,False,プレミアム
T10-K-23,10,K,23,右,True,False,スタンダード
T10-K-24,10,K,24,右,False,False,スタンダード
T10-K-25,10,K,25,右,False,False,スタンダード
T10-K-26,10,K,26,右,False,False,スタンダード
T10-L-03,10,L,3,左,False,False,スタンダード
T10-L-04,10,L,4,左,True,False,スタンダード
T10-L-07,10,L,7,中央,True,False,プレミアム
T10-L-08,10,L,8,中央,False,False,プレミアム
T10-L-09,10,L,9,中央,False,False,プレミアム
T10-L-10,10,L,10,中央,False,False,プレミアム
T10-L-11,10,L,11,中央,False,False,プレミアム
T10-L-12,10,L,12,中央,False,False,プレミアム
T10-L-13,10,L,13,中央,False,False,プレミアム
T10-L-14,10,L,14,中央,False,False,プレミアム
T10-L-15,10,L,15,中央,False,False,プレミアム
T10-L-16,10,L,16,中央,False,False,プレミアム
T10-L-17,10,L,17,中央,False,False,プレミアム
T10-L-18,10,L,18,中央,False,False,プレミアム
T10-L-19,10,L,19,中央,False,False,プレミアム
T10-L-20,10,L,20,中央,True,False,プレミアム
T10-L-23,10,L,23,右,True,False,スタンダード
T10-L-24,10,L,24,右,False,False,スタンダード
T10-L-25,10,L,25,右,False,False,スタンダード
T10-L-26,10,L,26,右,False,False,スタンダード
T10-M-01,10,M,1,左,False,False,スタンダード
T10-M-02,10,M,2,左,False,False,スタンダード
T10-M-03,10,M,3,左,False,False,スタンダード
T10-M-04,10,M,4,左,True,False,スタンダード
T10-M-07,10,M,7,中央,True,False,プレミアム
T10-M-08,10,M,8,中央,False,False,プレミアム
T10-M-09,10,M,9,中央,False,False,プレミアム
T10-M-10,10,M,10,中央,False,False,プレミアム
T10-M-11,10,M,11,中央,False,False,プレミアム
T10-M-12,10,M,12,中央,False,False,プレミアム
T10-M-13,10,M,13,中央,False,False,プレミアム
T10-M-14,10,M,14,中央,False,False,プレミアム
T10-M-15,10,M,15,中央,False,False,プレミアム
T10-M-16,10,M,16,中央,False,False,プレミアム
T10-M-17,10,M,17,中央,False,False,プレミアム
T10-M-18,10,M,18,中央,False,False,プレミアム
T10-M-19,10,M,19,中央,False,False,プレミアム
T10-M-20,10,M,20,中央,True,False,プレミアム
T10-M-23,10,M,23,右,True,False,スタンダード
T10-M-24,10,M,24,右,False,False,スタンダード
T10-M-25,10,M,25,右,False,False,スタンダード
T10-M-26,10,M,26,右,False,False,スタンダード
T10-N-01,10,N,1,左,False,False,スタンダード
T10-N-02,10,N,2,左,False,False,スタンダード
T10-N-03,10,N,3,左,False,False,スタンダード
T10-N-04,10,N,4,左,True,False,スタンダード
T10-N-07,10,N,7,中央,True,False,プレミアム
T10-N-08,10,N,8,中央,False,False,プレミアム
T10-N-09,10,N,9,中央,False,False,プレミアム
T10-N-10,10,N,10,中央,False,False,プレミアム
T10-N-11,10,N,11,中央,False,False,プレミアム
T10-N-12,10,N,12,中央,False,False,プレミアム
T10-N-13,10,N,13,中央,False,False,プレミアム
T10-N-14,10,N,14,中央,False,False,プレミアム
T10-N-15,10,N,15,中央,False,False,プレミアム
T10-N-16,10,N,16,中央,False,False,プレミアム
T10-N-17,10,N,17,中央,False,False,プレミアム
T10-N-18,10,N,18,中央,False,False,プレミアム
T10-N-19,10,N,19,中央,False,False,プレミアム
T10-N-20,10,N,20,中央,True,False,プレミアム
T10-N-23,10,N,23,右,True,False,スタンダード
T10-N-24,10,N,24,右,False,False,スタンダード
T10-N-25,10,N,25,右,False,False,スタンダード
T10-N-26,10,N,26,右,False,False,スタンダード
T10-O-01,10,O,1,左,False,False,スタンダード
T10-O-02,10,O,2,左,False,False,スタンダード
T10-O-03,10,O,3,左,False,False,スタンダード
T10-O-04,10,O,4,左,False,False,スタンダード
T10-O-05,10,O,5,左,False,False,スタンダード
T10-O-06,10,O,6,左,True,False,スタンダード
T10-O-07,10,O,7,中央,True,False,プレミアム
T10-O-08,10,O,8,中央,False,False,プレミアム
T10-O-09,10,O,9,中央,False,False,プレミアム
T10-O-10,10,O,10,中央,False,False,プレミアム
T10-O-11,10,O,11,中央,False,False,プレミアム
T10-O-12,10,O,12,中央,False,False,プレミアム
T10-O-13,10,O,13,中央,False,False,プレミアム
T10-O-14,10,O,14,中央,False,False,プレミアム
T10-O-15,10,O,15,中央,False,False,プレミアム
T10-O-16,10,O,16,中央,False,False,プレミアム
T10-O-17,10,O,17,中央,False,False,プレミアム
T10-O-18,10,O,18,中央,False,False,プレミアム
T10-O-19,10,O,19,中央,False,False,プレミアム
T10-O-20,10,O,20,中央,False,False,プレミアム
T10-O-21,10,O,21,中央,True,False,プレミアム
T10-O-22,10,O,22,右,True,False,スタンダード
T10-O-23,10,O,23,右,False,False,スタンダード
T10-O-24,10,O,24,右,False,False,スタンダード
T10-O-25,10,O,25,右,False,False,スタンダード
T10-O-26,10,O,26,右,False,False,スタンダード
