上映ID,作品ID,作品名,スクリーンID,上映日,開始時刻,終了時刻,レイトショー,曜日種別,特別日
S21375,M0119,ロマンティック・キラー,3,2025-12-23,14:30,16:30,False,平日,
S21376,M0013,爆弾,3,2025-12-23,17:00,19:00,False,平日,
S21377,M0054,MGA…10YEARS DOCUMENTARY FILM,3,2025-12-23,19:00,21:00,False,平日,
S21378,M0020,呪術廻戦「渋谷事変」×「死滅回游」,3,2025-12-23,21:10,23:10,True,平日,
S21379,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-23,09:30,11:30,False,平日,
S21380,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-12-23,12:00,14:00,False,平日,
S21381,M0004,劇場版『チェンソーマン レゼ篇』,4,2025-12-23,14:30,16:30,False,平日,
S21382,M0030,栄光のバックホーム,4,2025-12-23,17:00,19:00,False,平日,
S21383,M0030,栄光のバックホーム,4,2025-12-23,19:00,21:00,False,平日,
S21384,M0030,栄光のバックホーム,4,2025-12-23,21:10,23:10,True,平日,
S21385,M0032,MGA…10YEARS ANNIVERSARY LIVE ON SCREEN,5,2025-12-23,09:30,11:30,False,平日,
S21386,M0005,(吹替)ズートピア2,5,2025-12-23,12:00,14:00,False,平日,
S21387,M0032,MGA…10YEARS ANNIVERSARY LIVE ON SCREEN,5,2025-12-23,14:30,16:30,False,平日,
S21388,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-23,17:00,19:00,False,平日,
S21389,M0005,(吹替)ズートピア2,5,2025-12-23,19:00,21:00,False,平日,
S21390,M0054,MGA…10YEARS DOCUMENTARY FILM,5,2025-12-23,21:10,23:10,True,平日,
S21391,M0030,栄光のバックホーム,6,2025-12-23,09:30,11:30,False,平日,
S21392,M0001,劇場版「鬼滅の刃」無限城編　第一章,6,2025-12-23,12:00,14:00,False,平日,
S21393,M0030,栄光のバックホーム,6,2025-12-23,14:30,16:30,False,平日,
S21394,M0004,劇場版『チェンソーマン レゼ篇』,6,2025-12-23,17:00,19:00,False,平日,
S21395,M0023,TOKYOタクシー,6,2025-12-23,19:00,21:00,False,平日,
S21396,M0004,劇場版『チェンソーマン レゼ篇』,6,2025-12-23,21:10,23:10,True,平日,
S21397,M0030,栄光のバックホーム,7,2025-12-23,09:30,11:30,False,平日,
S21398,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-23,12:00,14:00,False,平日,
S21399,M0002,国宝,7,2025-12-23,14:30,16:30,False,平日,
S21400,M0023,TOKYOタクシー,7,2025-12-23,17:00,19:00,False,平日,
S21401,M0002,国宝,7,2025-12-23,19:00,21:00,False,平日,
S21402,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-23,21:10,23:10,True,平日,
S21403,M0013,爆弾,8,2025-12-23,09:30,11:30,False,平日,
S21404,M0054,MGA…10YEARS DOCUMENTARY FILM,8,2025-12-23,12:00,14:00,False,平日,
S21405,M0013,爆弾,8,2025-12-23,14:30,16:30,False,平日,
S21406,M0020,呪術廻戦「渋谷事変」×「死滅回游」,8,2025-12-23,17:00,19:00,False,平日,
S21407,M0119,ロマンティック・キラー,8,2025-12-23,19:00,21:00,False,平日,
S21408,M0020,呪術廻戦「渋谷事変」×「死滅回游」,8,2025-12-23,21:10,23:10,True,平日,
S21409,M0023,TOKYOタクシー,9,2025-12-23,09:30,11:30,False,平日,
S21410,M0023,TOKYOタクシー,9,2025-12-23,12:00,14:00,False,平日,
S21411,M0023,TOKYOタクシー,9,2025-12-23,14:30,16:30,False,平日,
S21412,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-23,17:00,19:00,False,平日,
S21413,M0002,国宝,9,2025-12-23,19:00,21:00,False,平日,
S21414,M0002,国宝,9,2025-12-23,21:10,23:10,True,平日,
S21415,M0054,MGA…10YEARS DOCUMENTARY FILM,10,2025-12-23,09:30,11:30,False,平日,
S21416,M0005,(吹替)ズートピア2,10,2025-12-23,12:00,14:00,False,平日,
S21417,M0005,(吹替)ズートピア2,10,2025-12-23,14:30,16:30,False,平日,
S21418,M0005,(吹替)ズートピア2,10,2025-12-23,17:00,19:00,False,平日,
S21419,M0032,MGA…10YEARS ANNIVERSARY LIVE ON SCREEN,10,2025-12-23,19:00,21:00,False,平日,
S21420,M0126,ペリリュー －楽園のゲルニカ－,10,2025-12-23,21:10,23:10,True,平日,
S21421,M0077,映画ラストマン FIRST LOVE,1,2025-12-24,09:30,11:30,False,平日,
S21422,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-24,12:00,14:00,False,平日,
S21423,M0077,映画ラストマン FIRST LOVE,1,2025-12-24,14:30,16:30,False,平日,
S21424,M0077,映画ラストマン FIRST LOVE,1,2025-12-24,17:00,19:00,False,平日,
S21425,M0056,新解釈・幕末伝,1,2025-12-24,19:00,21:00,False,平日,
S21426,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-24,21:10,23:10,True,平日,
S21427,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-12-24,09:30,11:30,False,平日,
S21428,M0077,映画ラストマン FIRST LOVE,2,2025-12-24,12:00,14:00,False,平日,
S21429,M0077,映画ラストマン FIRST LOVE,2,2025-12-24,14:30,16:30,False,平日,
S21430,M0077,映画ラストマン FIRST LOVE,2,2025-12-24,17:00,19:00,False,平日,
S21431,M0056,新解釈・幕末伝,2,2025-12-24,19:00,21:00,False,平日,
S21432,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,2,2025-12-24,21:10,23:10,True,平日,
S21433,M0105,楓,3,2025-12-24,09:30,11:30,False,平日,
S21434,M0056,新解釈・幕末伝,3,2025-12-24,12:00,14:00,False,平日,
S21435,M0002,国宝,3,2025-12-24,14:30,16:30,False,平日,
S21436,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-24,17:00,19:00,False,平日,
S21437,M0105,楓,3,2025-12-24,19:00,21:00,False,平日,
S21438,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-24,21:10,23:10,True,平日,
S21439,M0005,(吹替)ズートピア2,4,2025-12-24,09:30,11:30,False,平日,
S21440,M0077,映画ラストマン FIRST LOVE,4,2025-12-24,12:00,14:00,False,平日,
S21441,M0005,(吹替)ズートピア2,4,2025-12-24,14:30,16:30,False,平日,
S21442,M0077,映画ラストマン FIRST LOVE,4,2025-12-24,17:00,19:00,False,平日,
S21443,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-24,19:00,21:00,False,平日,
S21444,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-24,21:10,23:10,True,平日,
S21445,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-24,09:30,11:30,False,平日,
S21446,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-24,12:00,14:00,False,平日,
S21447,M0077,映画ラストマン FIRST LOVE,5,2025-12-24,14:30,16:30,False,平日,
S21448,M0056,新解釈・幕末伝,5,2025-12-24,17:00,19:00,False,平日,
S21449,M0077,映画ラストマン FIRST LOVE,5,2025-12-24,19:00,21:00,False,平日,
S21450,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,5,2025-12-24,21:10,23:10,True,平日,
S21451,M0005,(吹替)ズートピア2,6,2025-12-24,09:30,11:30,False,平日,
S21452,M0077,映画ラストマン FIRST LOVE,6,2025-12-24,12:00,14:00,False,平日,
S21453,M0005,(吹替)ズートピア2,6,2025-12-24,14:30,16:30,False,平日,
S21454,M0005,(吹替)ズートピア2,6,2025-12-24,17:00,19:00,False,平日,
S21455,M0077,映画ラストマン FIRST LOVE,6,2025-12-24,19:00,21:00,False,平日,
S21456,M0077,映画ラストマン FIRST LOVE,6,2025-12-24,21:10,23:10,True,平日,
S21457,M0056,新解釈・幕末伝,7,2025-12-24,09:30,11:30,False,平日,
S21458,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-24,12:00,14:00,False,平日,
S21459,M0056,新解釈・幕末伝,7,2025-12-24,14:30,16:30,False,平日,
S21460,M0077,映画ラストマン FIRST LOVE,7,2025-12-24,17:00,19:00,False,平日,
S21461,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-24,19:00,21:00,False,平日,
S21462,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-24,21:10,23:10,True,平日,
S21463,M0023,TOKYOタクシー,8,2025-12-24,09:30,11:30,False,平日,
S21464,M0002,国宝,8,2025-12-24,12:00,14:00,False,平日,
S21465,M0002,国宝,8,2025-12-24,14:30,16:30,False,平日,
S21466,M0030,栄光のバックホーム,8,2025-12-24,17:00,19:00,False,平日,
S21467,M0030,栄光のバックホーム,8,2025-12-24,19:00,21:00,False,平日,
S21468,M0105,楓,8,2025-12-24,21:10,23:10,True,平日,
S21469,M0056,新解釈・幕末伝,9,2025-12-24,09:30,11:30,False,平日,
S21470,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-24,12:00,14:00,False,平日,
S21471,M0056,新解釈・幕末伝,9,2025-12-24,14:30,16:30,False,平日,
S21472,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,9,2025-12-24,17:00,19:00,False,平日,
S21473,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-24,19:00,21:00,False,平日,
S21474,M0056,新解釈・幕末伝,9,2025-12-24,21:10,23:10,True,平日,
S21475,M0056,新解釈・幕末伝,10,2025-12-24,09:30,11:30,False,平日,
S21476,M0056,新解釈・幕末伝,10,2025-12-24,12:00,14:00,False,平日,
S21477,M0077,映画ラストマン FIRST LOVE,10,2025-12-24,14:30,16:30,False,平日,
S21478,M0056,新解釈・幕末伝,10,2025-12-24,17:00,19:00,False,平日,
S21479,M0077,映画ラストマン FIRST LOVE,10,2025-12-24,19:00,21:00,False,平日,
S21480,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-12-24,21:10,23:10,True,平日,
S21481,M0077,映画ラストマン FIRST LOVE,1,2025-12-25,09:30,11:30,False,平日,
S21482,M0077,映画ラストマン FIRST LOVE,1,2025-12-25,12:00,14:00,False,平日,
S21483,M0077,映画ラストマン FIRST LOVE,1,2025-12-25,14:30,16:30,False,平日,
S21484,M0056,新解釈・幕末伝,1,2025-12-25,17:00,19:00,False,平日,
S21485,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-25,19:00,21:00,False,平日,
S21486,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-25,21:10,23:10,True,平日,
S21487,M0056,新解釈・幕末伝,2,2025-12-25,09:30,11:30,False,平日,
S21488,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,2,2025-12-25,12:00,14:00,False,平日,
S21489,M0077,映画ラストマン FIRST LOVE,2,2025-12-25,14:30,16:30,False,平日,
S21490,M0077,映画ラストマン FIRST LOVE,2,2025-12-25,17:00,19:00,False,平日,
S21491,M0077,映画ラストマン FIRST LOVE,2,2025-12-25,19:00,21:00,False,平日,
S21492,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-12-25,21:10,23:10,True,平日,
S21493,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-25,09:30,11:30,False,平日,
S21494,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-25,12:00,14:00,False,平日,
S21495,M0056,新解釈・幕末伝,3,2025-12-25,14:30,16:30,False,平日,
S21496,M0105,楓,3,2025-12-25,17:00,19:00,False,平日,
S21497,M0002,国宝,3,2025-12-25,19:00,21:00,False,平日,
S21498,M0105,楓,3,2025-12-25,21:10,23:10,True,平日,
S21499,M0005,(吹替)ズートピア2,4,2025-12-25,09:30,11:30,False,平日,
S21500,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-25,12:00,14:00,False,平日,
S21501,M0005,(吹替)ズートピア2,4,2025-12-25,14:30,16:30,False,平日,
S21502,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-25,17:00,19:00,False,平日,
S21503,M0077,映画ラストマン FIRST LOVE,4,2025-12-25,19:00,21:00,False,平日,
S21504,M0077,映画ラストマン FIRST LOVE,4,2025-12-25,21:10,23:10,True,平日,
S21505,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-25,09:30,11:30,False,平日,
S21506,M0077,映画ラストマン FIRST LOVE,5,2025-12-25,12:00,14:00,False,平日,
S21507,M0077,映画ラストマン FIRST LOVE,5,2025-12-25,14:30,16:30,False,平日,
S21508,M0056,新解釈・幕末伝,5,2025-12-25,17:00,19:00,False,平日,
S21509,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-25,19:00,21:00,False,平日,
S21510,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,5,2025-12-25,21:10,23:10,True,平日,
S21511,M0005,(吹替)ズートピア2,6,2025-12-25,09:30,11:30,False,平日,
S21512,M0077,映画ラストマン FIRST LOVE,6,2025-12-25,12:00,14:00,False,平日,
S21513,M0077,映画ラストマン FIRST LOVE,6,2025-12-25,14:30,16:30,False,平日,
S21514,M0077,映画ラストマン FIRST LOVE,6,2025-12-25,17:00,19:00,False,平日,
S21515,M0005,(吹替)ズートピア2,6,2025-12-25,19:00,21:00,False,平日,
S21516,M0005,(吹替)ズートピア2,6,2025-12-25,21:10,23:10,True,平日,
S21517,M0056,新解釈・幕末伝,7,2025-12-25,09:30,11:30,False,平日,
S21518,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-25,12:00,14:00,False,平日,
S21519,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-25,14:30,16:30,False,平日,
S21520,M0056,新解釈・幕末伝,7,2025-12-25,17:00,19:00,False,平日,
S21521,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-25,19:00,21:00,False,平日,
S21522,M0077,映画ラストマン FIRST LOVE,7,2025-12-25,21:10,23:10,True,平日,
S21523,M0105,楓,8,2025-12-25,09:30,11:30,False,平日,
S21524,M0030,栄光のバックホーム,8,2025-12-25,12:00,14:00,False,平日,
S21525,M0030,栄光のバックホーム,8,2025-12-25,14:30,16:30,False,平日,
S21526,M0023,TOKYOタクシー,8,2025-12-25,17:00,19:00,False,平日,
S21527,M0002,国宝,8,2025-12-25,19:00,21:00,False,平日,
S21528,M0002,国宝,8,2025-12-25,21:10,23:10,True,平日,
S21529,M0056,新解釈・幕末伝,9,2025-12-25,09:30,11:30,False,平日,
S21530,M0056,新解釈・幕末伝,9,2025-12-25,12:00,14:00,False,平日,
S21531,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-25,14:30,16:30,False,平日,
S21532,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-25,17:00,19:00,False,平日,
S21533,M0056,新解釈・幕末伝,9,2025-12-25,19:00,21:00,False,平日,
S21534,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,9,2025-12-25,21:10,23:10,True,平日,
S21535,M0056,新解釈・幕末伝,10,2025-12-25,09:30,11:30,False,平日,
S21536,M0056,新解釈・幕末伝,10,2025-12-25,12:00,14:00,False,平日,
S21537,M0056,新解釈・幕末伝,10,2025-12-25,14:30,16:30,False,平日,
S21538,M0077,映画ラストマン FIRST LOVE,10,2025-12-25,17:00,19:00,False,平日,
S21539,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-12-25,19:00,21:00,False,平日,
S21540,M0077,映画ラストマン FIRST LOVE,10,2025-12-25,21:10,23:10,True,平日,
S21541,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21542,M0077,映画ラストマン FIRST LOVE,1,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21543,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21544,M0056,新解釈・幕末伝,1,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21545,M0077,映画ラストマン FIRST LOVE,1,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21546,M0077,映画ラストマン FIRST LOVE,1,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21547,M0056,新解釈・幕末伝,2,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21548,M0077,映画ラストマン FIRST LOVE,2,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21549,M0077,映画ラストマン FIRST LOVE,2,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21550,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21551,M0077,映画ラストマン FIRST LOVE,2,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21552,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,2,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21553,M0105,楓,3,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21554,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21555,M0002,国宝,3,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21556,M0105,楓,3,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21557,M0056,新解釈・幕末伝,3,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21558,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21559,M0077,映画ラストマン FIRST LOVE,4,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21560,M0005,(吹替)ズートピア2,4,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21561,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21562,M0005,(吹替)ズートピア2,4,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21563,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21564,M0077,映画ラストマン FIRST LOVE,4,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21565,M0056,新解釈・幕末伝,5,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21566,M0077,映画ラストマン FIRST LOVE,5,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21567,M0077,映画ラストマン FIRST LOVE,5,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21568,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,5,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21569,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21570,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21571,M0077,映画ラストマン FIRST LOVE,6,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21572,M0077,映画ラストマン FIRST LOVE,6,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21573,M0005,(吹替)ズートピア2,6,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21574,M0005,(吹替)ズートピア2,6,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21575,M0077,映画ラストマン FIRST LOVE,6,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21576,M0005,(吹替)ズートピア2,6,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21577,M0077,映画ラストマン FIRST LOVE,7,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21578,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21579,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21580,M0056,新解釈・幕末伝,7,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21581,M0056,新解釈・幕末伝,7,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21582,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21583,M0023,TOKYOタクシー,8,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21584,M0030,栄光のバックホーム,8,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21585,M0030,栄光のバックホーム,8,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21586,M0002,国宝,8,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21587,M0002,国宝,8,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21588,M0105,楓,8,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21589,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21590,M0056,新解釈・幕末伝,9,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21591,M0056,新解釈・幕末伝,9,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21592,M0056,新解釈・幕末伝,9,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21593,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,9,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21594,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21595,M0056,新解釈・幕末伝,10,2025-12-26,09:30,11:30,False,平日,レディースデイ
S21596,M0077,映画ラストマン FIRST LOVE,10,2025-12-26,12:00,14:00,False,平日,レディースデイ
S21597,M0056,新解釈・幕末伝,10,2025-12-26,14:30,16:30,False,平日,レディースデイ
S21598,M0077,映画ラストマン FIRST LOVE,10,2025-12-26,17:00,19:00,False,平日,レディースデイ
S21599,M0056,新解釈・幕末伝,10,2025-12-26,19:00,21:00,False,平日,レディースデイ
S21600,M0004,劇場版『チェンソーマン レゼ篇』,10,2025-12-26,21:10,23:10,True,平日,レディースデイ
S21601,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-27,09:30,11:30,False,土日祝,
S21602,M0077,映画ラストマン FIRST LOVE,1,2025-12-27,12:00,14:00,False,土日祝,
S21603,M0077,映画ラストマン FIRST LOVE,1,2025-12-27,14:30,16:30,False,土日祝,
S21604,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,1,2025-12-27,17:00,19:00,False,土日祝,
S21605,M0077,映画ラストマン FIRST LOVE,1,2025-12-27,19:00,21:00,False,土日祝,
S21606,M0056,新解釈・幕末伝,1,2025-12-27,21:10,23:10,True,土日祝,
S21607,M0077,映画ラストマン FIRST LOVE,2,2025-12-27,09:30,11:30,False,土日祝,
S21608,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,2,2025-12-27,12:00,14:00,False,土日祝,
S21609,M0077,映画ラストマン FIRST LOVE,2,2025-12-27,14:30,16:30,False,土日祝,
S21610,M0077,映画ラストマン FIRST LOVE,2,2025-12-27,17:00,19:00,False,土日祝,
S21611,M0056,新解釈・幕末伝,2,2025-12-27,19:00,21:00,False,土日祝,
S21612,M0004,劇場版『チェンソーマン レゼ篇』,2,2025-12-27,21:10,23:10,True,土日祝,
S21613,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-27,09:30,11:30,False,土日祝,
S21614,M0004,劇場版『チェンソーマン レゼ篇』,3,2025-12-27,12:00,14:00,False,土日祝,
S21615,M0002,国宝,3,2025-12-27,14:30,16:30,False,土日祝,
S21616,M0056,新解釈・幕末伝,3,2025-12-27,17:00,19:00,False,土日祝,
S21617,M0105,楓,3,2025-12-27,19:00,21:00,False,土日祝,
S21618,M0105,楓,3,2025-12-27,21:10,23:10,True,土日祝,
S21619,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-27,09:30,11:30,False,土日祝,
S21620,M0001,劇場版「鬼滅の刃」無限城編　第一章,4,2025-12-27,12:00,14:00,False,土日祝,
S21621,M0005,(吹替)ズートピア2,4,2025-12-27,14:30,16:30,False,土日祝,
S21622,M0077,映画ラストマン FIRST LOVE,4,2025-12-27,17:00,19:00,False,土日祝,
S21623,M0077,映画ラストマン FIRST LOVE,4,2025-12-27,19:00,21:00,False,土日祝,
S21624,M0005,(吹替)ズートピア2,4,2025-12-27,21:10,23:10,True,土日祝,
S21625,M0077,映画ラストマン FIRST LOVE,5,2025-12-27,09:30,11:30,False,土日祝,
S21626,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-27,12:00,14:00,False,土日祝,
S21627,M0004,劇場版『チェンソーマン レゼ篇』,5,2025-12-27,14:30,16:30,False,土日祝,
S21628,M0068,(3D吹替)ｱﾊﾞﾀｰ ﾌｧｲﾔｰ･ｱﾝﾄﾞ･ｱｯｼｭ,5,2025-12-27,17:00,19:00,False,土日祝,
S21629,M0056,新解釈・幕末伝,5,2025-12-27,19:00,21:00,False,土日祝,
S21630,M0077,映画ラストマン FIRST LOVE,5,2025-12-27,21:10,23:10,True,土日祝,
S21631,M0005,(吹替)ズートピア2,6,2025-12-27,09:30,11:30,False,土日祝,
S21632,M0005,(吹替)ズートピア2,6,2025-12-27,12:00,14:00,False,土日祝,
S21633,M0077,映画ラストマン FIRST LOVE,6,2025-12-27,14:30,16:30,False,土日祝,
S21634,M0077,映画ラストマン FIRST LOVE,6,2025-12-27,17:00,19:00,False,土日祝,
S21635,M0077,映画ラストマン FIRST LOVE,6,2025-12-27,19:00,21:00,False,土日祝,
S21636,M0005,(吹替)ズートピア2,6,2025-12-27,21:10,23:10,True,土日祝,
S21637,M0056,新解釈・幕末伝,7,2025-12-27,09:30,11:30,False,土日祝,
S21638,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-27,12:00,14:00,False,土日祝,
S21639,M0077,映画ラストマン FIRST LOVE,7,2025-12-27,14:30,16:30,False,土日祝,
S21640,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-27,17:00,19:00,False,土日祝,
S21641,M0056,新解釈・幕末伝,7,2025-12-27,19:00,21:00,False,土日祝,
S21642,M0001,劇場版「鬼滅の刃」無限城編　第一章,7,2025-12-27,21:10,23:10,True,土日祝,
S21643,M0030,栄光のバックホーム,8,2025-12-27,09:30,11:30,False,土日祝,
S21644,M0002,国宝,8,2025-12-27,12:00,14:00,False,土日祝,
S21645,M0002,国宝,8,2025-12-27,14:30,16:30,False,土日祝,
S21646,M0030,栄光のバックホーム,8,2025-12-27,17:00,19:00,False,土日祝,
S21647,M0023,TOKYOタクシー,8,2025-12-27,19:00,21:00,False,土日祝,
S21648,M0105,楓,8,2025-12-27,21:10,23:10,True,土日祝,
S21649,M0056,新解釈・幕末伝,9,2025-12-27,09:30,11:30,False,土日祝,
S21650,M0001,劇場版「鬼滅の刃」無限城編　第一章,9,2025-12-27,12:00,14:00,False,土日祝,
S21651,M0056,新解釈・幕末伝,9,2025-12-27,14:30,16:30,False,土日祝,
